1,205270.0
2,205209.0
3,205151.0
4,205198.0
5,205158.0
6,205177.0
7,205186.0
8,205187.0
9,205178.0
10,205192.0
11,205136.0
12,205088.0
13,205055.0
14,205102.0
15,205150.0
16,205233.0
17,205294.0
18,205293.0
19,205270.0
20,205159.0
21,205175.0
