1,726842.0
2,726660.0
3,726763.0
4,726751.0
5,726754.0
6,726687.0
7,726750.0
8,726780.0
9,726903.0
10,726849.0
11,726657.0
12,726722.0
13,726798.0
14,726817.0
15,726922.0
16,726819.0
17,726781.0
18,726738.0
19,726768.0
20,726722.0
21,726811.0
22,726837.0
