time_ms,force_N
80,80.60673957103722
189,95.98748301743915
270,97.84543085592108
379,73.10055903249517
479,30.288024232165533
555,15.610191763736387
650,20.12387803737277
749,24.18588387269204
849,26.37836031982895
950,27.136060936769194
1030,25.97389696875209
1140,22.070023831265733
1239,14.983006303035703
1315,11.424352435466268
1410,8.958373237711308
1509,10.380676629769038
1609,33.775407024655344
1710,66.67190806031316
1790,87.84298091271522
1899,104.85494109000201
1980,119.54034611015835
2090,132.77538475244438
2170,149.8755428851422
2279,166.51332991826098
2360,183.10790886211274
2470,206.93605648232702
2550,224.10481302478897
2660,229.86084322590705
2741,247.4781620971514
2850,277.1643466446914
2931,297.94788302634805
3039,306.74674268914674
3121,312.09519142965325
3229,318.7443372903628
3311,324.10080402681575
3420,329.22474888082144
3501,337.51981113165107
3609,346.1057484576494
3691,350.1343459765251
3799,351.40787099935415
3881,358.64856678322457
3989,367.8527806855387
4071,379.95817278781266
4179,390.7036236887236
4261,398.5082518541616
4369,405.45450900910936
4451,412.68852312969113
4560,420.1185327067418
4641,427.2527673222121
4749,433.8515779861467
4831,439.6312167308849
4939,446.3222343482038
5021,451.6448473239939
5129,456.3643288269227
5211,460.5866945811711
5320,464.9217577228892
5419,467.38907325330194
5496,470.73747744938646
5591,477.4748212655071
5690,484.68611773090726
5789,489.18465890108916
5889,492.86491904051326
5971,497.13761999153667
6079,502.45176952716105
6180,509.3757544711464
6256,515.170538319339
6351,520.5880309138289
6449,528.5766275418162
6550,537.5746007706185
6649,545.5819060558142
6731,551.0034076482773
6840,556.1531882669993
6940,563.4223924809016
7016,572.7001046793916
7112,578.8690616717522
7209,581.2588699080159
7309,585.0242098933162
7410,590.6078531815854
7491,596.616450255017
7599,603.5809706229538
7681,608.9080380409364
7789,612.538853872024
7871,617.3028797968775
7980,622.8589055435534
8061,626.2634357112631
8169,628.6964520367937
8252,632.2417425777858
8359,636.7344929731175
8460,641.2009621595137
8537,643.6299694870711
8632,644.7083899418697
8729,600.4245528853651
8830,265.02910977972783
8929,15.597273881378205
9029,0.7849172587362742
9107,0.5452682687810413
9202,0.6241118955878744
9300,0.5323503864228596
9400,0.56442237020869
9500,0.6312390030958367
9582,0.6312390030958367
9690,0.7670994899663683
9772,0.7020646339562122
9879,0.6838014209670588
9980,0.7034009666139551
10057,0.7230005122608515
10152,0.761308715116149
10249,0.7782355954475595
10349,0.7684358226241114
10450,0.7002828570792217
10550,0.7332457293035474
10627,0.7973896968752082
10722,0.7572997171429202
10820,0.7270095102340803
10920,0.7523998307311961
11019,0.7461636116617291
11120,0.7234459564800992
11197,0.8009532506291894
11292,0.8058531370409134
11390,0.7581906055814155
11490,0.7662086015278731
11589,0.7590814940199108
11690,0.7621996035546443
11767,0.741263725250005
11862,0.8267890153455528
11960,0.7648722688701302
12059,0.6441568854540184
12159,0.5858036927325769
12260,0.9733401634780279
12337,0.6775652018975917
12432,0.6049577941602257
12529,1.0887102162631679
12630,0.8187710193990951
12729,0.45840664602775055
12830,0.7118644067796605
12907,1.0967282122096256
13002,0.8682153277355837
13100,0.7506180538542055
13200,0.7715539321588448
13299,0.7679903784048636
13399,0.7684358226241114
13477,0.8005078064099417
13572,0.8174346867413522
13670,0.768881266843359
13769,0.7550724960466819
13870,0.7381456157152715
13969,0.8098621350141423
14047,0.7724448205973401
14143,0.7871444798325123
14240,0.8018441390676847
14339,0.7862535913940171
14440,0.747499944319472
14540,0.7483908327579673
14617,0.7657631573086254
14712,0.7564088287044249
14810,0.739927392592262
14910,0.7715539321588448
15009,0.7804628165437977
15092,0.7893717009287506
15199,0.8054076928216658
15299,0.7933806989019794
15378,0.7679903784048636
15472,0.7466090558809767
15569,0.7608632708969013
15670,0.7786810396668071
15769,0.8169892425221046
15870,0.8584155549121355
15947,0.7760083743513213
16043,0.7831354818592836
16140,0.762645047773892
16240,0.7764538185705689
16339,0.7915989220249888
16440,0.7203278469453657
16517,0.7497271654157103
16613,0.7991714737521988
16709,0.742600057907748
16810,0.7639813804316349
16909,0.7924898104634841
17009,0.7604178266776537
17088,0.7653177130893778
17183,0.7773447070090642
17280,0.7621996035546443
17379,0.7746720416935783
17480,0.78001737232455
17580,0.7581906055814155
17658,0.7684358226241114
17753,0.7791264838860548
17850,0.7662086015278731
17949,0.7742265974743306
18049,0.78001737232455
18149,0.7662086015278731
18228,0.7862535913940171
18323,0.7670994899663683
18419,0.742600057907748
18520,0.747499944319472
18620,0.7510634980734532
18719,0.7648722688701302
18799,0.7532907191696914
18909,0.7572997171429202
18988,0.7858081471747694
